id,full_name,weight_class_description,elo,fight_count
3444,Gigo Jara,,1000,1
3445,David Dvorak,Flyweight,1046,7
3446,Josh Culibao,Featherweight,1029,9
3447,Andrew Martinez,,1000,1
3448,Jeremy  Freitag,,1000,1
3449,Umar Nurmagomedov,Bantamweight,1285,7
3450,Zhalgas Zhumagulov,Flyweight,854,8
3451,Kenny Ento,,1000,1
3452,Rafael  Del Real,,1000,1
3453,Dan Molina,,1000,1
3455,Manel Kape,Flyweight,1116,8
3456,Kanako Murata,Women's Strawweight,989,4
3457,Ike Villanueva,Heavyweight,899,7
3458,Irwin Rivera,Featherweight,994,4
3459,Brandon Royval,Flyweight,1176,10
3460,Tagir Ulanbekov,Flyweight,1161,6
3461,Gabe Green,Welterweight,986,6
3462,Anthony Ivy,Welterweight,943,3
3463,Christian Aguilera,Welterweight,967,4
3464,Zarrukh Adashev,Flyweight,946,5
3465,Gustavo Lopez,Bantamweight,989,5
3466,Mounir Lazzez,Welterweight,1052,5
3467,Max Rohskopf,Lightweight,963,2
3468,Justin Jaynes,Lightweight,927,6
3469,Miranda Maverick,Women's Flyweight,1163,11
3470,Jinh Yu Frey,Women's Strawweight,902,9
3471,Kay Hansen,Women's Strawweight,930,5
3472,Jason Witt,Welterweight,950,7
3473,Maxim Grishin,Light Heavyweight,1006,6
3474,Andreas Michailidis,Light Heavyweight,927,5
3475,Malcolm Gordon,Flyweight,913,8
3477,Niklas Stolze,Welterweight,904,4
3478,Amir Albazi,Flyweight,1229,6
3480,Khamzat Chimaev,Middleweight,1311,8
3481,Rhys McKee,Welterweight,901,5
3482,Nate Maness,Flyweight,1112,8
3483,Ken Cross,Lightweight,1000,1
3484,Ronaldo Rodriguez,Flyweight,1048,2
3485,Jerome Rivera,Flyweight,856,5
3486,Uros Medic,Welterweight,1121,7
3488,Ty Flores,Light Heavyweight,1000,1
3489,Cameron Church,Lightweight,1000,1
3491,Louis Cosce,Welterweight,945,3
3492,Jhonoven Pati,Middleweight,1000,1
3493,Timur Valiev,Featherweight,1080,5
3494,Drako Rodriguez,Bantamweight,926,3
3495,Mana Martinez,Bantamweight,1014,5
3496,Mikey Gonzalez,Lightweight,1000,1
3497,Nate Smith,Flyweight,1000,1
3498,TJ Laramie,Featherweight,941,3
3499,Daniel Swain,Featherweight,1000,1
3500,Vanessa Demopoulos,Women's Strawweight,1148,8
3501,Cory McKenna,Women's Strawweight,1066,6
3502,Adrian Yanez,Bantamweight,1226,9
3503,Brady Huang,Bantamweight,1000,1
3504,Dustin Stoltzfus,Middleweight,948,8
3505,Joe Pyfer,Middleweight,1175,6
3506,Oron Kahlon,Featherweight,1000,1
3507,Collin Anglin,Featherweight,933,3
3508,Chad Johnson,Heavyweight,1000,1
3509,Orion Cosce,Welterweight,969,4
3510,Matt Dixon,Welterweight,1000,1
3511,Cheyanne Vlismas,Women's Strawweight,1005,5
3512,Hilarie Rose,Women's Strawweight,1000,1
3513,Kyron Bowen,Middleweight,1000,1
3514,Collin Huckbody,Middleweight,1000,1
3515,Mike Breeden,Lightweight,978,5
3516,Anthony Romero,Lightweight,1000,1
3517,Jacob Silva,Flyweight,1000,1
3518,Jeff Molina,Flyweight,1141,4
3519,Alejandro Flores,Featherweight,1000,1
3520,Rafael Alves,Featherweight,971,5
3521,Tucker Lutz,Lightweight,951,5
3522,Victor Martinez,Lightweight,943,3
3523,Cody Brundage,Middleweight,1000,11
3524,Jose Johnson,Flyweight,977,4
3525,Ronnie Lawrence,Bantamweight,1048,5
3526,Dennis Buzukja,Featherweight,1004,4
3527,Melsik Baghdasaryan,Featherweight,1096,5
3528,Jordan Leavitt,Lightweight,1088,8
3529,Cody Durden,Flyweight,1016,11
3530,Ali AlQaisi,Bantamweight,923,3
3531,Johnny Munoz,Featherweight,959,7
3532,Vince Cachero,Featherweight,928,3
3534,Danny Chavez,Featherweight,1007,5
3535,Jared Gooden,Welterweight,971,7
3536,Joaquin Buckley,Welterweight,1235,14
3537,Jacob Malkoun,Middleweight,1101,8
3538,Chris Daukaus,Heavyweight,1109,9
3539,Matthew Semelsberger,Welterweight,1062,11
3540,Joey Gomez,Lightweight,1000,1
3541,Kai Kamaka,Featherweight,974,5
3542,Tony Kelley,Featherweight,1016,5
3543,Mark Striegl,Bantamweight,956,3
3544,Carlton Minus,Welterweight,939,3
3545,Al Matavao,Light Heavyweight,1000,1
3546,Alex Pereira,Light Heavyweight,1330,10
3547,Aliaskhab Khizriev,Middleweight,1040,3
3550,Bruno Oliveira,Middleweight,1000,1
3551,Chelsea Hackett,Women's Flyweight,1000,1
3553,Danilo Marques,Light Heavyweight,1027,5
3554,Danyelle Wolf,Women's Featherweight,981,2
3557,Gloria de Paula,Women's Strawweight,935,5
3558,Gregory Rodrigues,Middleweight,1197,9
3560,Henrique Shiguemoto,Middleweight,1000,1
3561,Ibo Aslan,Light Heavyweight,1049,2
3562,Jamey-Lyn Horth,Women's Flyweight,1021,3
3563,Jared Vanderaa,Heavyweight,914,8
3564,Jimmy Flick,Flyweight,988,6
3567,KB Bhullar,Middleweight,948,3
3568,Khadzhi Bestaev,Middleweight,1000,1
3569,Korey Kuppe,Welterweight,1000,1
3572,Luana Pinheiro,Women's Strawweight,1101,6
3573,Mario Sousa,Middleweight,1000,1
3574,Mariusz Ksiazkiewicz,Middleweight,1000,1
3575,Matheus Scheffel,Light Heavyweight,1000,1
3576,Nassourdine Imavov,Middleweight,1194,10
3577,Pauline Macias,Women's Strawweight,1000,1
3579,Sherrard Blackledge,Lightweight,1000,1
3582,Stephanie Frausto,Women's Strawweight,1000,1
3583,Tafon Nchukwi,Light Heavyweight,937,7
3584,Taneisha Tennant,Women's Featherweight,1000,1
3586,Trevin Jones,Bantamweight,951,7
3587,Kevin Croom,Lightweight,938,5
3588,Chase Gibson,Lightweight,1000,1
3589,Dinis Paiva Jr.,Featherweight,1000,1
3590,Kyle Driscoll,Featherweight,1000,1
3591,Muhammad Naimov,Featherweight,1138,5
3592,Kevin Natividad,Featherweight,895,4
3593,Roque Martinez,Heavyweight,889,4
3594,Edson Gomez,Welterweight,1000,1
3595,Ignacio Bahamondes,Lightweight,1150,7
3596,Jeremiah Wells,Welterweight,1142,7
3597,Ludovit Klein,Lightweight,1149,10
3598,Mateusz Gamrot,Lightweight,1262,10
3599,Dricus Du Plessis,Middleweight,1371,9
3600,Cameron Else,Bantamweight,930,3
3601,Stephanie Egger,Women's Bantamweight,1010,8
3603,Carlos Ulberg,Light Heavyweight,1201,8
3604,Alan Baudot,Light Heavyweight,899,5
3605,Ilia Topuria,Featherweight,1314,8
3606,Guram Kutateladze,Lightweight,980,4
3607,Mason Jones,Lightweight,969,5
3608,Liliya Shakirova,Women's Flyweight,978,2
3609,Casey O'Neill,Women's Flyweight,1151,7
3610,Luis Saldana,Featherweight,1055,5
3611,Victor Rodriguez,Bantamweight,922,3
3612,Danny Sabatello,Bantamweight,1000,1
3613,Landon Quinones,Lightweight,947,3
3614,Nikolas Motta,Lightweight,1043,6
3615,Shaheen Santana,Lightweight,1000,1
3616,Taylor Moore,Bantamweight,1000,1
3617,Nick Maximov,Middleweight,1004,5
3618,Victoria Leonardo,Women's Flyweight,944,5
3619,Harry Hunsucker,Heavyweight,937,4
3620,Jamey Simmons,Featherweight,941,3
3621,Sasha Palatnikov,Welterweight,967,4
3622,Natan Levy,Lightweight,1019,5
3623,Natalia Silva,Women's Flyweight,1232,6
3624,Dean Barry,Welterweight,965,2
3625,Sam Hughes,Women's Strawweight,1006,10
3626,Francisco Figueiredo,Flyweight,1026,5
3628,Manon Fiorot,Women's Flyweight,1276,8
3629,Joselyne Edwards,Women's Bantamweight,1045,9
3630,Gaetano Pirrello,Featherweight,964,3
3631,Josiane Nunes,Women's Bantamweight,1128,5
3632,Denys Bondar,Flyweight,895,4
3633,Liang Na,Women's Strawweight,881,5
3634, Aoriqileng,Bantamweight,1008,8
3635,Rinat Fakhretdinov,Welterweight,1192,6
3636,Carlston Harris,Welterweight,1123,7
3638,Pat Sabatini,Featherweight,1187,8
3639,Marcelo Rojo,Featherweight,905,4
3640,Rafa Garcia,Lightweight,1104,8
3641,Jesse Strader,Bantamweight,943,3
3642,Montserrat Conejo Ruiz,Women's Strawweight,935,5
3643, Rongzhu,Lightweight,976,4
3644,Paddy Pimblett,Lightweight,1272,7
3645,Shayilan Nuerdanbieke,Featherweight,1031,7
3646,Loopy Godinez,Women's Strawweight,1130,13
3647,Erin Blanchfield,Women's Flyweight,1233,8
3648,Dakota Bush,Lightweight,939,3
3649,CJ Vergara,Flyweight,1027,7
3650,Jake Hadley,Bantamweight,998,6
3651,Juancamilo Ronderos,Flyweight,933,3
3652,Kleydson Rodrigues,Bantamweight,958,5
3653,Lukasz Brzeski,Heavyweight,935,6
3654,Vinicius Salvador,Bantamweight,918,4
3655,AJ Dobson,Middleweight,959,5
3656,Albert Duraev,Middleweight,1047,5
3657,Caio Bittencourt,Middleweight,1000,1
3658,Caio Borralho,Middleweight,1251,7
3659,Edivan Santos,Heavyweight,1000,1
3660,Hashem Arkhagha,Middleweight,1000,1
3661,Ihor Potieria,Middleweight,995,7
3662,Jailton Almeida,Heavyweight,1284,9
3663,Jasmine Jasudavicius,Women's Flyweight,1125,8
3664,Julia Polastri,Women's Strawweight,965,2
3665,Lucasz Sudolski,Light Heavyweight,1000,1
3666,Nasrudin Nasrudinov,Light Heavyweight,1000,1
3667,Rizvan Kuniev,Heavyweight,1000,1
3668,AJ Fletcher,Welterweight,965,5
3669,Joanderson Brito,Featherweight,1191,7
3670,Leonardo Damiani,Welterweight,1000,1
3671,Ange Loosa,Welterweight,1015,6
3672,Brandon Lewis,Bantamweight,1000,1
3674,Mo Miller,Bantamweight,1000,1
3675,Carlos Hernandez,Flyweight,987,6
3676,Daniel Barez,Flyweight,963,2
3677,Mandy Bohm,Women's Flyweight,985,4
3678,Chris Barnett,Heavyweight,1030,5
3679,Fernando Padilla,Featherweight,1063,4
3680,Khusein Askhabov,Featherweight,963,2
3681,Hugo Cunha,Heavyweight,1000,1
3682,Martin Buday,Heavyweight,1230,7
3683,Victor Altamirano,Flyweight,987,6
3684,Chad Anheliger,Bantamweight,1030,5
3685,Chris Duncan,Lightweight,1043,4
3686,Darian Weeks,Welterweight,909,4
3687,Gadzhi Omargadzhiev,Middleweight,925,3
3688,Jansey Silva,Middleweight,1000,1
3689,Javid Basharat,Bantamweight,1117,6
3690,Josh Quinlan,Welterweight,929,5
3692,Piera Rodriguez,Women's Strawweight,1035,5
3693,Saimon Oliveira,Bantamweight,927,3
3694,Theo Rlayang,Featherweight,1000,1
3695,Valesca Machado,Women's Strawweight,1000,1
3696,Anton Turkalj,Light Heavyweight,890,5
3697,Daniel Zellhuber,Lightweight,1098,5
3698,Kaloyan Kolev,Light Heavyweight,1000,1
3699,Lucas Almeida,Featherweight,1057,5
3700,Michael Morales,Welterweight,1203,5
3701,Nikolay Veretennikov,Welterweight,1000,1
3702,Junior Tafa,Light Heavyweight,970,5
3703,Tabatha Ricci,Women's Strawweight,1155,8
3704,Askar Mozharov,Light Heavyweight,982,2
3705,Maria Silva,Women's Strawweight,1000,1
3706,Shonte Barnes,Middleweight,1000,1
3707,Armen Petrosyan,Middleweight,1074,6
3708,Erisson Ferreira,Flyweight,1000,1
3709,Juan Puerta,Flyweight,1000,1
3710,Qiu Lun,Flyweight,1000,1
3711,Shang Zhifa,Flyweight,1000,1
3712,Elise Reed,Women's Strawweight,1024,8
3713,Karine Silva,Women's Flyweight,1177,5
3714,Yan Qihui,Women's Flyweight,1000,1
3715,Kris Moutinho,Bantamweight,966,3
3716,Preston Parsons,Welterweight,1022,6
3717,Ian Machado Garry,Welterweight,1342,9
3718,Shimon Smotritsky,Welterweight,1000,1
3719,Fernie Garcia,Bantamweight,871,5
3720,Genaro Valdez,Lightweight,900,4
3721,Patrik White,Lightweight,1000,1
3723,Pedro Falcao,Bantamweight,960,2
3726,Achilles Estremadura,Lightweight,1000,1
3728,Cristian Quinonez,Bantamweight,1015,4
3729,Jonny Parsons,Welterweight,1050,2
3730,Christian Rodriguez,Featherweight,1137,7
3731, Maheshate,Lightweight,1027,5
3733,Manuel Torres,Lightweight,1123,4
3734,Solomon Renfro,Welterweight,1000,1
3735,Xiao Long,Bantamweight,960,2
3736,Daniel Lacerda,Flyweight,835,7
3737,Justin Burlinson,Welterweight,1000,1
3738,Yohan Lainesse,Welterweight,930,5
3739,Martin Sano,Welterweight,965,2
3740,Jonas Bilharinho,Featherweight,1000,1
3741,Abus Magomedov,Middleweight,1066,5
3742,Jesse Murray,Light Heavyweight,1000,1
3743,Zhang Mingyang,Light Heavyweight,1040,2
3744,Kolton Englund,Lightweight,1000,1
3745,Bryan Battle,Welterweight,1185,8
3746,Brady Hiestand,Bantamweight,1088,5
3747,Saidyokub Kakhramonov,Bantamweight,1071,4
3748,Reyes Cortez Jr.,Bantamweight,1000,1
3749,Andre Petroski,Middleweight,1229,9
3750,Gilbert Urbina,Welterweight,970,4
3751,Micheal Gillmore,Middleweight,925,3
3752,Zviad Lazishvili,Bantamweight,981,2
3753,Jack Della Maddalena,Welterweight,1315,8
3754,Diego Lopes,Featherweight,1200,6
3755,Liudvik Sholinian,Bantamweight,936,3
3756,Daniel Santos,Bantamweight,1072,4
3757,Santo Curatolo,Flyweight,1000,1
3758,Dylan Potter,Heavyweight,1000,1
3759,Tresean Gore,Middleweight,974,4
3760,Jose Alday,Bantamweight,1000,1
3761,Logan Urban,Welterweight,1000,1
3762,Cameron VanCamp,Lightweight,928,3
3763,Olivier Murad,Featherweight,1000,1
3764,Xie Bin,Featherweight,1000,1
3765,Brandon Jenkins,Lightweight,952,3
3766,Mitch Raposo,Flyweight,965,2
3767,Joseph Holmes,Middleweight,945,5
3768,Joshua Weems,Bantamweight,963,2
3769,Benoit Saint Denis,Lightweight,1194,8
3770,Viacheslav Borshchev,Lightweight,1012,7
3771,Kathryn Paprocki,Women's Strawweight,1000,1
3772,Erick Gonzalez,Lightweight,931,4
3773,David Onama,Featherweight,1091,7
3774,Blood Diamond,Welterweight,895,4
3775,Bruno Souza,Featherweight,930,3
3776,Muhammad Mokaev,Flyweight,1308,8
3777,Victor Henry,Bantamweight,1166,6
3778,Andre Fialho,Welterweight,1015,8
3779,Pete Rodriguez,Welterweight,966,4
3781,Tatsuro Taira,Flyweight,1271,7
3782,Trey Ogden,Lightweight,1052,7
3783,Josh Fremd,Middleweight,990,7
3784,Ramona Pascual,Women's Featherweight,897,4
3785,Denis Tiuliulin,Middleweight,903,7
3787,Evan Elder,Lightweight,1008,5
3788,Charles Johnson,Flyweight,1058,10
3789,Yazmin Jauregui,Women's Strawweight,1107,5
3790,Tuco Tokkos,Light Heavyweight,960,2
3791,SeungGuk Choi,Flyweight,960,2
3792,Rama Supandhi,Flyweight,1000,1
3793,Maimaitituoheti Keremuaili,,1000,1
3794,Toshiomi Kazama,Bantamweight,920,3
3795, Balajin,,1000,1
3796,WonBin Ki,Lightweight,1000,1
3797, Yizha,Featherweight,960,2
3798,Keisuke Sasu,Featherweight,1000,1
3799,Shaun Etchell,Flyweight,1000,1
3800,Takeru Uchida,Flyweight,1000,1
3802,Pawan Maan,Lightweight,1000,1
3803,Wallen Del Rosario,Flyweight,1000,1
3804,JunYoung Hong,Featherweight,1000,1
3805,Koyomi Matsushima,Featherweight,1000,1
3807,YeDam Seo,Women's Strawweight,1000,1
3808,Josefine Knutsson,Women's Strawweight,1085,3
3809,Rinya Nakamura,Bantamweight,1142,4
3810,Gugun Gusman,Bantamweight,1000,1
3811,Anshul Jubli,Lightweight,1010,3
3813,Yuma Horiuchi,Flyweight,1000,1
3814,Top Noi Kiwram,Flyweight,1000,1
3815,JeongYeong Lee,Featherweight,1046,4
3816,John Adajar,Welterweight,1000,1
3817,HanSeul Kim,Welterweight,1000,1
3818,HyunSung Park,Flyweight,1093,3
3819,Jeremia Siregar,Flyweight,1000,1
3820,Lu Kai,Featherweight,1000,1
3821, Angga,Featherweight,1000,1
3822,Jinensibieke Asikeerbai,Lightweight,1000,1
3823,KyeungPyo Kim,Lightweight,1000,1
3824,Shohei Nose,Bantamweight,1000,1
3825,Tatsuya Ando,Featherweight,1000,1
3829,Acacio Dos Santos,Light Heavyweight,1000,1
3830,Ahmad Hassanzada,Lightweight,1000,1
3831,Alessandro Costa,Flyweight,1024,5
3832,Anvar Boynazarov,Featherweight,1000,1
3833,Billy Ray Goff,Welterweight,1004,3
3834,Caio Machado,Light Heavyweight,944,3
3835,Charlie Campbell,Lightweight,1084,3
3836,Claudia Leite,Women's Bantamweight,1000,1
3837,Claudio Ribeiro,Middleweight,950,5
3838,Clayton Carpenter,Flyweight,1044,2
3839,Connor Matthews,Featherweight,965,2
3840,Danilo Suzart,Heavyweight,1000,1
3841,Denise Gomes,Women's Strawweight,1092,6
3842,Eduardo Neves,Heavyweight,1000,1
3844,Erik Silva,Featherweight,950,3
3845,Esteban Ribovics,Lightweight,1061,4
3846,Farid Basharat,Featherweight,1132,4
3847,Francis Marshall,Featherweight,969,4
3848,Hailey Cowan,Women's Bantamweight,960,2
3849,Ivan Valenzuela,Middleweight,1000,1
3850,Jack Cartwright,Bantamweight,1000,1
3851,Jesus Aguilar,Flyweight,1057,4
3852,Juan Andres Luna,Flyweight,1000,1
3853,Kaleio Romero,Featherweight,1000,1
3854,Karolina Wojcik,Women's Strawweight,1000,1
3855,Matej Penaz,Middleweight,1000,1
3856,Mateusz Rebecki,Lightweight,1105,5
3857,Mick Parkin,Heavyweight,1195,5
3858,Nayara Maia,Women's Flyweight,1000,1
3859,Nazim Sadykhov,Lightweight,1089,4
3860,Oumar Sy,Light Heavyweight,1040,2
3861,Ozzy Diaz,Middleweight,1000,1
3862,Paulo Renato Junior,Heavyweight,1000,1
3863,Rayanne dos Santos,Women's Strawweight,925,3
3864,Rodolfo Bellato,Light Heavyweight,1040,2
3865,Rodrigo Lidio,Lightweight,1000,1
3866,Sandra Lavado,Women's Strawweight,1000,1
3867,Sedriques Dumas,Middleweight,1064,6
3868,Shannon Ross,Flyweight,898,4
3869,Steve Erceg,Flyweight,1100,6
3870,Tereza Bleda,Women's Flyweight,1005,3
3871,Thomas Paull,Lightweight,1000,1
3872,Viktoriia Dudakova,Women's Strawweight,1087,4
3873,Vitor Petrino,Light Heavyweight,1156,6
3874,Waldo Cortes-Acosta,Heavyweight,1251,7
3876,Jimmy Lawson,Heavyweight,1000,1
3877,Kevin Szaflarski,Heavyweight,1000,1
3878,Melissa Martinez,Women's Strawweight,961,2
3879,Dan Argueta,Bantamweight,983,6
3880,Jeka Saragih,,973,4
3881,Ailin Perez,Women's Bantamweight,1099,5
3882,Tainara Lisboa,Women's Bantamweight,1096,3
3883,Chelsea Chandler,Women's Bantamweight,1081,4
3884,Emily Ducote,Women's Strawweight,1032,6
3885,Jinnosuke Kashimura,Lightweight,1000,1
3889,Bruna Brasil,Women's Flyweight,1045,5
3890,Brunno Ferreira,Middleweight,1121,5
3891,Ikram Aliskerov,Middleweight,1098,4
3892,Jafel Filho,Flyweight,1063,4
3893,Leon Aliu,Middleweight,1000,1
3894,Marnic Mann,Women's Strawweight,921,3
3895,Roybert Echeverria,Flyweight,1000,1
3896,Joao Elias,Flyweight,1000,1
3897,Rafael Estevam,Flyweight,1041,2
3898,Richard Jacobi,Heavyweight,1000,1
3899,Amiran Gogoladze,Welterweight,1000,1
3900,Cameron Saaiman,Bantamweight,1064,6
3901,Darrius Flowers,Welterweight,937,4
3902,Joshua Wang-Kim,Bantamweight,1000,1
3903,Hamdy Abdelwahab,Heavyweight,1000,2
3904,Bo Nickal,Middleweight,1138,4
3905,Zachary Borrego,Middleweight,1000,1
3906,Edgar Chairez,Flyweight,1027,4
3908,Gabriel Bonfim,Welterweight,1126,5
3909,Ismael Bonfim,Lightweight,1073,4
3910,Nariman Abbasov,Lightweight,1000,1
3911,Garrett Armfield,Bantamweight,1009,5
3912,Brogan Walker,Women's Bantamweight,920,3
3913,Juliana Miller,Women's Flyweight,986,4
3914,Mohammed Usman,Heavyweight,1084,6
3915,Alexander Morgan,Bantamweight,1000,1
3916,Blake Bilder,Bantamweight,985,4
3917,Jose Henrique,Welterweight,1000,1
3918,Yusaku Kinoshita,Welterweight,928,3
3919,Iasmin Lucindo,Women's Strawweight,1092,5
3920,Zac Pauga,Heavyweight,938,5
3921,Adam Fugitt,Welterweight,1023,5
3923,Da'Mon Blackshear,Bantamweight,1018,7
3924,Tamires Vidal,Women's Bantamweight,975,4
3925,Donovan Beard,Middleweight,1000,1
3926,Ashiek Ajim,Bantamweight,1000,1
3927,Emiliano Linares,Featherweight,1000,1
3928,Jack Jenkins,Featherweight,1048,4
3929,Mando Gutierrez,Bantamweight,1000,1
3930,Mateus Mendonca,Bantamweight,918,4
3931,Raul Rosas Jr.,Bantamweight,1099,5
3932,Sam Patterson,Welterweight,1046,4
3933,Vinicius Cenci,Lightweight,1000,1
3934,Allan Begosso,Bantamweight,1000,1
3935,Daniel Marcos,Bantamweight,1130,5
3936,Gabriel Miranda,Featherweight,1006,3
3937,Malik Lewis,Lightweight,1000,1
3938,Michal Figlak,Lightweight,937,3
3939,Themba Gorimbo,Welterweight,1094,5
3941,Nurullo Aliev,Lightweight,1041,2
3942,Trevor Peek,Featherweight,1011,5
3943,Trey Waters,Welterweight,1085,3
3944,Jarno Errens,Featherweight,984,4
3945,William Gomis,Featherweight,1130,4
3946,Karl Williams,Heavyweight,1150,4
3947,Irina Alekseeva,Women's Bantamweight,1015,3
3949,Don Shainis,Featherweight,948,3
3950,Josh Wick,Lightweight,1000,1
3951,Jaqueline Amorim,Women's Strawweight,1070,4
3953,Lucas Alexander,Featherweight,971,4
3954,Gian Siqueira,Welterweight,1000,1
3955,Samandar Murodov,Welterweight,1000,1
3956,Carlos Mota,Flyweight,975,2
3957,Gabriella Fernandes,Women's Flyweight,970,4
3958,Isaac Dulgarian,Featherweight,1008,3
3959,Gaston Bolanos,Bantamweight,1016,3
3960,Yanal Ashmouz,Lightweight,1000,3
3961,Steven Koslow,Bantamweight,960,2
3962,Luan Lacerda,Bantamweight,948,3
3963,Nick Fiore,Lightweight,943,3
3964,Shara Magomedov,Middleweight,1098,3
3965,Francisco Prado,Welterweight,991,4
3966,Melquizael Costa,Featherweight,1054,5
3967,Nick Aguirre,Bantamweight,927,3
3968,Christian Leroy Duncan,Middleweight,1094,5
3969,Elves Brener,Lightweight,1099,6
3971,Rolando Bedoya,Lightweight,947,4
3972,Carl Deaton,Lightweight,952,3
3973,Loik Radzhabov,Lightweight,1016,5
3974,Billy Pasulatan,Flyweight,1000,1
3975,JungHyun Lee,Flyweight,1000,1
3976,Mark Climaco,Flyweight,1000,1
3977, Jiniushiyue,Flyweight,1000,1
3978,Rei Tsuruya,Flyweight,1043,2
3979,Ronal Siahaan,Flyweight,1000,1
3980,Sumit Kumar,Flyweight,1000,1
3981,Gabriel Santos,Featherweight,940,3
3983,Baergeng Jieleyisi,Bantamweight,1000,1
3984,Bahatebole Batebolati,Welterweight,1000,1
3985,ChangHo Lee,Bantamweight,1040,2
3986,Daermisi Zhawupasi,Bantamweight,1000,1
3987,Eperaim Ginting,Bantamweight,1000,1
3988,SeongChan Hong,Lightweight,1000,1
3989,Joshua Van,Flyweight,1134,5
3990,Kazuma Maruyama,Lightweight,1000,1
3991,Koya Kanda,Featherweight,1000,1
3992, Kaiwen,Featherweight,1000,1
3993,Rana Rudra Pratap Singh,Bantamweight,1000,1
3995,Sangwook Kim,Lightweight,1000,1
3996,Shin Haraguchi,Featherweight,1000,1
3997,Shuya Kamikubo,Bantamweight,1000,1
3998,Windri Patilima,Lightweight,1000,1
3999, Yibugele,Featherweight,1000,1
4000,SangWon Kim,Featherweight,1000,1
4001,Taiyilake Nueraji,Welterweight,1000,1
4002,Chris Hofmann,Welterweight,1000,1
4003,Nyamjargal Tumendemberel,Flyweight,1000,1
4004,Peter Danesoe,Flyweight,1000,1
4005,Sim Kai Xiong,Flyweight,1000,1
4006,Braxton Smith,Heavyweight,979,2
4007,Azat Maksum,Flyweight,1025,3
4008,Asu Almabayev,Flyweight,1141,4
4009,Eli Aronov,Middleweight,1000,1
4010,Felipe dos Santos,Flyweight,1027,3
4011,Isis Verbeek,Women's Strawweight,1000,1
4012,Zachary Reese,Middleweight,1026,3
4013,Ivana Petrovic,Women's Flyweight,1028,3
4014,Marcus McGhee,Bantamweight,1146,4
4015,Chandler Cole,Heavyweight,1000,1
4016,Eduarda Moura,Women's Flyweight,1004,3
4017,Janaina Silva,Women's Strawweight,1000,1
4018,Marco Tulio,Middleweight,1000,1
4019,Thomas Petersen,Heavyweight,1017,3
4020,Val Woodburn,Middleweight,929,3
4021,Ketlen Souza,Women's Strawweight,1006,3
4022,Bogdan Grad,Featherweight,1000,1
4023,Payton Talbott,Bantamweight,1143,4
4024,Tom Nolan,Lightweight,1049,4
4026,Cesar Almeida,Middleweight,1018,3
4027,Kevin Borjas,Flyweight,928,3
4028,Lucas Fernando,Middleweight,1000,1
4029,Wuziazibieke Jiahefu,Featherweight,1000,1
4033,Brendson Ribeiro,Light Heavyweight,925,3
4034,Bruno Lopes,Light Heavyweight,1000,1
4035,Cam Rowston,Middleweight,1000,1
4036,Chad Hanekom,Middleweight,1000,1
4037,Corinne Laframboise,Women's Flyweight,1000,1
4038,Felipe Bunes,Flyweight,971,2
4039,Jhonata Diniz,Heavyweight,1043,2
4040,Patricia Alujas,Women's Strawweight,1000,1
4041,Rainn Guerrero,Women's Strawweight,1000,1
4043,Greg Velasco,Heavyweight,1000,1
4044,Igor Severino,Flyweight,960,2
4045,Jhonata Silva,Flyweight,1000,1
4046,Shamil Gaziev,Heavyweight,1086,4
4047,Stephanie Luciano,Women's Strawweight,1000,1
4048,Cameron Smotherman,Bantamweight,1000,1
4049,Charalampos Grigoriou,Bantamweight,961,2
4050,Emrah Sonmez,Featherweight,1000,1
4051,Hyder Amil,Featherweight,1095,3
4062,Bolaji Oki,Lightweight,1040,2
4063,Dylan Salvador,Lightweight,1000,1
4064,Jean Silva,Featherweight,1139,4
4065,Kaik Brito,Lightweight,1000,1
4066,Kevin Vallejos,Featherweight,1000,1
4067,Luis Pajuelo,Featherweight,962,2
4068,Mateo Vogel,Lightweight,1000,1
4069,Oban Elliott,Welterweight,1086,3
4070,Timmy Cuamba,Featherweight,926,3
4073,George Hardwick,Lightweight,1000,1
4074,Abdul-Kareem Al-Selwady,Lightweight,960,2
4075,Carlos Prates,Welterweight,1100,3
4076,Mitch Ramirez,Lightweight,983,2
4077,Ramon Taveras,Bantamweight,1040,2
4078,Jesse Butler,Bantamweight,978,3
4079,Talita Alencar,Women's Strawweight,1040,2
4080,Luana Santos,Women's Flyweight,1131,4
4081,Shauna Bannon,Women's Strawweight,964,2
4082,Montserrat Rendon,Women's Bantamweight,1010,3
4083,Daria Zhelezniakova,Women's Bantamweight,1045,2
4084,Melissa Mullins,Women's Bantamweight,1007,3
4087,Robbie Ring,Featherweight,1000,1
4088,Nora Cornolle,Women's Bantamweight,1093,3
4089,Chepe Mariscal,Featherweight,1135,4
4090,Jacqueline Cavalcanti,Women's Bantamweight,1050,2
4091,Rickson Zenidim,Flyweight,1000,1
4092,Serhiy Sidey,Bantamweight,960,2
4093,Valter Walker,Heavyweight,1015,3
4094,Nursulton Ruziboev,Middleweight,1070,4
4095,Terrence Mitchell,Bantamweight,934,3
4096,Westin Wilson,Featherweight,979,4
4097,Alexander Soldatkin,Heavyweight,1000,1
4098,Ernesta Kareckaite,Women's Flyweight,960,2
4099,Mario Piazzon,Heavyweight,1000,1
4101,AJ Cunningham,Bantamweight,981,2
4102,Davi Bittencourt,Bantamweight,1000,1
4103,James Llontop,Lightweight,960,2
